@relation humvar_complete

@attribute Binding numeric
@attribute SProtFT0 numeric
@attribute SProtFT1 numeric
@attribute SProtFT2 numeric
@attribute SProtFT3 numeric
@attribute SProtFT4 numeric
@attribute SProtFT5 numeric
@attribute SProtFT6 numeric
@attribute SProtFT7 numeric
@attribute SProtFT8 numeric
@attribute SProtFT9 numeric
@attribute SProtFT10 numeric
@attribute SProtFT11 numeric
@attribute SProtFT12 numeric
@attribute Interface numeric
@attribute Relaccess numeric
@attribute Impact numeric
@attribute HBonds numeric
@attribute SPhobic numeric
@attribute CPhim numeric
@attribute BCharge numeric
@attribute SSGeom numeric
@attribute Voids numeric
@attribute MLargest1 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute MLargest10 numeric
@attribute NLargest1 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute NLargest10 numeric
@attribute Clash numeric
@attribute Glycine numeric
@attribute Proline numeric
@attribute CisPro numeric
@attribute dataset {PD,SNP}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,1,18.51,-0.41,0,1,0,0,377.117,262.191,229.797,197.119,148.906,148.519,143.616,125.901,97.684,92.148,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,-9.3,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.202,46.313,0.644507,9.85,-0.14,0,1,0,0,63.409,54.3,48.616,47.857,47.074,44.226,43.862,43.265,42.734,42.109,63.409,54.3,48.616,47.857,47.074,44.226,43.862,43.265,42.734,42.109,-3.33,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564,1,20,0,0.97,1,0,0,102.234,52.118,42.524,39.294,37.694,36.376,33.805,33.728,32.336,29.895,102.234,52.118,42.524,39.294,37.694,36.376,33.805,33.728,32.336,29.895,-10.9,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.765,1,20,0,0.09,0,0,0,1183.457,943.082,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.897,0.385228,20,-0.42,0,1,0,0,163.436,159.011,130.191,126.823,122.742,115.928,90.103,88.762,85.572,83.982,163.436,159.011,130.191,126.823,122.742,115.928,90.103,88.762,85.572,83.982,-12.13,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.735,1,20,-0.79,0,0,0,0,671.822,541.805,504.218,445.175,333.359,224.828,222.726,222.207,212.892,176.679,671.822,541.805,504.218,445.175,333.359,224.828,222.726,222.207,212.892,176.679,0.67,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.686,0.747148,20,-0.02,0,0,0,0,218.713,193.084,170.123,101.25,94.276,91.749,73.216,60.12,55.165,54.33,218.713,193.084,170.123,101.25,94.276,91.749,73.216,60.12,55.165,54.33,-3.66,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852342,20,-0.28,0,0,0,-157.193,392.094,234.901,202.279,178.725,132.949,108.286,103.897,89.867,86.497,83.967,234.901,202.279,178.725,140.04,137.761,132.949,108.286,104.669,89.867,86.497,2.3,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.149,1.021,0.612686,20,-0.3,0,0,0,0,1183.457,768.313,742.678,624.298,466.102,460.304,348.065,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,-3.53,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.98,0.591037,20,0,0.19,0,0,0,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-2.09,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.687,0.97628,-20,-0.48,0,2,0,0,601.034,272.924,193.543,113.616,79.54,75.434,62.945,56.809,55.505,54.53,601.034,272.924,193.543,113.616,79.54,75.434,62.945,56.809,55.505,54.53,-6.59,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.741,0.897091,20,0,1.96,-1,0,0,11.218,8.414,6.616,6.396,5.788,0,0,0,0,0,11.218,8.414,6.396,5.788,0,0,0,0,0,0,13.28,-1.7716,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0.863368,20,-1.84,0,1,0,0,275.812,275.148,237.519,202.657,199.34,187.124,178.892,119.985,87.602,79.976,275.812,275.148,237.519,202.657,199.34,187.124,178.892,119.985,87.602,79.976,-1.91,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.284,1,20,0,1.16,1,0,0,305.285,279.941,276.437,197.993,137.841,118.683,101.242,99.983,89.226,82.743,305.285,279.941,276.437,197.993,137.841,118.683,101.242,99.983,89.226,82.743,-9.67,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.264,0.673283,20,0,0.62,0,0,0,99.731,92.463,55.829,33.704,32.667,29.405,27.51,23.696,20.382,19.927,99.731,92.463,55.829,33.704,32.667,29.405,27.51,23.696,20.382,19.927,-6.86,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.11,0,0,0,618.662,294.779,124.248,111.979,102.226,98.318,84.466,72.197,68.81,60.438,618.662,294.779,124.248,111.979,110.687,98.318,84.466,72.197,68.81,60.438,-9.59,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.321,1,20,0,0.99,0,0,0,1483.093,908.998,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,-4.39,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.374,14.601,0.484623,20,0,1.73,-1,0,3.929,397.609,119.272,103.1,94.664,84.747,50.346,44.752,44.315,39.749,39.5,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-4.09,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16,1,20,0,1.96,-1,0,0,1183.457,922.883,768.313,624.298,466.102,460.304,298.037,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,216.76,-1.601,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.358,1,20,-0.38,0,0,0,0,641.991,386.491,213.757,208.332,138.354,108.913,90.403,83.8,80.047,76.716,641.991,386.491,213.757,208.332,138.354,108.913,90.403,83.8,80.047,76.716,2426.18,-5.0144,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,1,20,0,2.06,-1,0,0,592.056,225.738,160.479,154.672,141.829,138.974,126.669,84.15,80.268,67.991,592.056,225.738,160.479,154.672,141.829,138.974,126.669,84.15,80.268,67.991,52.34,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.314,1,20,0,1.96,-1,0,0,239.044,215.129,207.172,122.28,96.849,87.572,87,86.27,81.461,79.804,239.044,215.129,207.172,122.28,96.849,87.572,87,86.27,81.461,79.804,-4.3,-3.6531,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0.02,0,0,0,1724.904,155.193,138.744,130.097,125.455,108.175,103.357,90.416,85.342,84.585,1724.904,155.193,138.744,130.097,125.455,108.175,90.416,85.342,84.585,81.515,3044.47,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.459,0.585308,20,0,0.02,0,0,-3.517,56.388,44.387,28.536,17.088,16.322,13.619,13.298,12.999,12.888,11.529,52.871,44.387,28.536,17.088,16.322,15.218,13.619,13.298,12.888,11.529,656.06,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,1,20,-0.47,0,0,0,0,287.491,258.729,245.554,198.248,148.356,142.572,130.15,111.065,105.772,93.002,287.491,258.847,245.554,198.248,148.356,146.744,130.15,111.065,93.002,88.48,-2.02,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-0.12,0,0,0,0,298.575,195.43,125.211,119.346,118.072,114.634,113.957,111.108,103.197,96.971,298.575,195.43,125.211,119.346,118.072,114.634,113.957,111.108,103.197,96.971,-7.74,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.496001,20,0,1.73,-1,0,0,182.808,175.591,143.571,126.989,97.45,95.017,90.37,89.634,81.575,72.621,182.808,175.591,143.571,126.989,97.45,95.017,90.37,89.634,81.575,72.621,0.74,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0.776722,20,0,1.26,1,0,0,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,-11.77,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.646286,20,-0.28,0,0,0,0,212.517,172.943,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,212.517,143.675,136.27,112.413,102.95,97.934,95.909,86.09,80.413,79.311,-6.23,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0.678743,20,0,0.01,0,0,-69.05,446.167,262.191,223.546,197.119,148.519,143.616,135.452,125.901,97.684,92.148,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,-8.58,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.107,1,20,0,0.02,0,0,0,49.826,20.618,17.078,16.342,15.668,13.586,12.972,12.592,12.077,11.751,49.826,20.618,17.078,16.342,15.668,13.586,12.972,12.544,12.077,11.751,1668.06,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.463,0.611218,20,-0.6,0,0,0,0,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,-5.27,-100,-100,1,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.557,56.697,0.588015,20,0,0.43,0,0,0,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,-3.19,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.608,0.395462,-20,-1.84,0,1,0,4.606,890.367,507.512,414.728,342.119,295.39,222.444,210.026,176.831,157.183,144.747,894.973,507.512,414.728,342.119,295.39,222.444,210.026,176.831,157.183,155.145,-3.84,-100,-100,0,PD
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.245,1,8.69,0,0.08,1,0,0,112.509,76.322,59.509,57.247,55.646,54.615,49.395,48.916,48.618,47.912,112.509,76.322,59.509,57.247,55.646,54.615,49.395,48.916,48.618,47.912,-9.67,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.638,0.57225,20,-1.84,0,1,0,0,234.901,202.279,178.725,140.04,137.761,132.949,108.286,104.669,89.867,86.497,234.901,202.279,178.725,140.04,137.761,132.949,108.286,104.669,89.867,86.497,-2.22,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.691,0.672117,20,0,1.96,-1,0,0,719.937,82.77,56.829,51.468,47.762,46.809,46.055,44.494,43.69,32.649,719.937,82.77,56.829,51.468,47.762,46.809,46.055,44.494,43.69,32.649,-8.14,1.8016,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.82,0.68832,20,-1.11,0,1,0,0,90.611,84.698,80.765,78.402,65.441,37.938,28.119,25.117,25.016,20.026,90.611,84.697,80.765,78.402,65.441,37.938,28.119,25.117,25.016,20.026,-7.52,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.57,1,20,0,0.43,0,0,0,353.658,259.387,139.071,101.792,96.362,92.263,87.696,84.201,77.831,63.25,353.658,259.387,139.071,105.309,96.362,92.263,87.696,84.201,77.831,63.25,-3.49,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1,20,0,0.43,0,0,0,501,245.995,168.118,143.416,109.372,86.608,64.71,64.024,61.168,58.261,501,326.874,168.118,143.416,109.372,86.608,64.71,64.024,61.168,58.261,-1.6,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,1,20,-1.54,0,1,0,0,118.426,85.407,84.096,64.381,59.836,32.362,30.199,29.469,28.406,24.469,118.426,85.407,84.096,64.381,59.836,38.608,30.199,29.469,28.406,24.469,-0.82,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.262,1,20,0,1.84,-1,1,0,85.932,48.114,45.029,44.546,43.638,40.897,35.631,34.705,33.814,30.045,85.932,48.114,45.029,44.546,43.638,40.897,34.705,33.814,28.966,28.143,-6.41,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121,0.375198,-20,-1.84,0,1,0,-140.246,353.848,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,-4.53,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.823,0.489263,20,-2.33,0,1,0,0.975,123.535,70.649,43.739,23.812,19.691,18.534,18.276,15.965,15.02,13.866,124.51,70.649,43.739,23.812,19.691,18.534,18.276,15.965,15.02,13.608,-1.1,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.086,0.432514,20,-0.62,0,0,0,0,124.51,70.649,43.739,19.691,19.168,18.534,18.276,15.965,15.02,13.608,124.51,70.649,43.739,23.812,19.691,18.534,18.276,15.965,15.02,13.608,210.22,-100,4.1674,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.727,1,20,0,1.84,-1,1,0,311.367,241.352,220.469,109.786,90.559,89.628,85.92,84.573,80.591,80,311.367,241.352,220.469,109.786,90.559,89.628,85.92,84.573,80.591,80,-8.63,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.144,4.265,0.365804,20,-0.28,0,0,0,0,161.678,124.735,63.545,63.027,60.287,49.608,44.322,36.724,32.934,27.455,161.678,124.735,98.157,63.545,60.287,49.608,44.322,36.724,32.934,27.455,-2.99,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.649,1,20,-0.07,0,0,0,0,146.163,107.096,101.007,96.312,95.418,84.475,80.465,76.713,76.483,76.421,146.163,107.096,101.007,96.312,95.418,84.475,80.465,76.713,76.483,76.421,57.75,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.234,0,0.656137,20,0,0.6,0,0,0,761.682,243.447,144.291,115.518,59.82,54.298,48.288,44.078,40.868,27.938,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,3256.26,-100,0.6961,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.389,12.362,1,20,0,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,-0.8003,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.425,2.055,1,20,0,0.29,0,0,0,220.418,141.043,96.775,74.617,58.066,53.059,52.351,48.811,32.186,32.116,220.418,141.043,96.775,74.617,58.066,53.059,52.351,48.811,34.35,32.186,-2.13,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.556663,11.08,-0.28,0,0,0,0,512.633,141.893,120.82,113.477,109.147,105.234,100.794,96.531,85.544,78.523,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,572.76,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.411,1,20,0,1.96,-1,0,0,1183.457,922.883,768.313,624.298,466.102,460.304,283.891,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,82.51,-0.7072,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.019,0.893553,20,0,0.78,1,0,0,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,304.588,158.559,152.043,105.165,100.752,93.855,93.483,92.573,91.791,82.62,477.51,1.9597,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.725,0.592849,20,-0.29,0,0,0,0,314.148,245.691,213.418,210.868,153.002,96.469,92.958,92.2,79.049,67.323,314.148,245.691,213.418,210.868,153.002,96.469,92.958,92.2,79.049,67.323,-3.77,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.987,1,20,-0.28,0,0,0,0,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,1483.093,916.954,557.263,503.551,457.288,441.475,322.536,192.963,186.326,177.211,20.01,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.962,0.473421,20,-0.29,0,0,0,0,480.364,226.814,212.694,162.57,142.773,137.318,133.48,105.601,105.445,96.899,480.364,226.814,212.694,162.57,142.773,137.318,133.48,105.601,105.445,96.899,-1.23,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.644,22.795,1,-20,-0.19,0,0,0,0,54.516,47.905,47.239,46.592,37.88,37.41,33.018,32.409,30.066,26.887,54.516,47.905,47.239,46.592,37.88,37.41,33.018,32.409,30.066,26.887,329.54,-100,3.0104,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.977,0.126,0.958668,20,0,0.01,0,0,0,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,401.538,111.784,107.871,100.244,86.111,62.213,49.774,48.89,37.737,37.635,-6.16,-100,-100,0,PD
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.283,1,20,0,1.4,0,0,0,516.202,211.171,123.993,107.375,106.706,99.73,92.062,91.774,89.096,81.565,516.202,211.171,123.993,107.375,106.706,99.73,92.062,91.774,89.096,81.565,-12.08,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.158,0.860059,-20,-0.11,0,0,0,0,472.675,345.207,201.022,114.374,103.93,89.423,76.439,75.851,73.778,59.167,472.675,345.207,201.022,114.374,103.93,89.423,76.439,75.851,73.778,59.167,8.69,-100,3.0962,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.519,1.811,1,-20,-2.17,0,1,0,0,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,377.117,262.191,229.797,197.119,148.519,143.616,135.452,125.901,97.684,92.148,12.67,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.775,0.588015,13.02,0,0.28,0,0,1.651,331.394,257.55,234.353,187.69,159.078,132.851,119.045,113.233,101.771,100.465,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,-3.57,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654113,20,-0.87,0,0,0,0,368.455,294.912,283.384,177.997,172.872,122.246,114.738,105.531,105.007,91.5,368.455,294.912,283.384,177.997,172.872,122.246,114.738,105.531,105.007,91.5,1224.25,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.813,1,20,0,0.78,1,0,0,152.666,85.018,84.013,79.868,74.123,72.749,64.194,60.38,60.291,58.821,152.666,90.358,85.018,84.013,73.643,72.749,64.194,60.38,60.291,58.821,-4.34,1.4606,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.657977,20,-0.08,0,0,0,0,860.957,529.394,465.973,456.593,315.836,213.874,201.841,132.45,132.161,125.282,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,-10.01,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.767,0.666258,20,-0.87,0,-1,0,2.091,257.537,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,77.733,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,-3.03,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.146,1,20,0,1.84,-1,1,0,169.067,116.588,103.222,94.99,86.431,78.66,69.441,68.538,62.395,60.26,169.067,116.588,103.222,94.99,86.431,78.66,69.441,68.538,62.395,57.544,-8.19,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.16,52.819,0.764739,20,-0.1,0,0,0,0,320.877,248.821,216.379,178.188,165.091,129.513,119.66,106.639,95.475,92.554,320.877,248.821,216.379,178.188,165.091,129.513,119.66,106.639,95.475,92.554,-1.91,-100,-100,0,PD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.472,23.397,0.756767,-20,-0.48,0,2,0,0,167.375,157.72,140.669,82.839,80.702,69.775,63.093,55.663,53.468,53.196,167.375,157.72,140.669,82.839,80.702,69.775,63.093,55.663,53.468,53.196,-9.71,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.254,1,20,0,0.02,0,1,0,47.786,33.334,17.174,10.973,9.844,8.219,8.169,8.038,6.865,6.371,47.786,33.334,17.174,10.973,9.844,8.219,8.169,8.038,6.865,6.371,148.07,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0.554102,20,0,0.44,0,0,0,171.521,164.445,155.54,131.708,120.682,111.897,107.857,95.594,94.292,89.466,171.521,164.445,155.54,133.878,131.708,120.682,111.897,107.857,95.594,94.292,-6.76,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.805,0.781,1,20,0,0.42,0,0,0,1183.457,922.883,768.313,625.225,466.102,460.304,348.065,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,36.92,-1.601,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.481,60.962,0.971333,20,-1.36,0,1,0,0,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,761.682,144.291,114.478,75.453,59.82,54.298,48.288,44.078,40.868,27.938,-1.45,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.592,1,20,0,0.1,0,0,0,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,1183.457,922.883,768.313,624.298,466.102,460.304,348.065,279.928,232.417,221.576,-3.24,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.891,1,20,-2.17,0,1,0,0,322.662,242.593,140.43,105.201,76.776,68.045,23.845,21.896,17.814,17.382,322.662,242.593,140.43,105.201,76.776,68.045,23.845,22.153,21.896,21.574,-17.01,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0.471473,-20,-0.88,0,-1,0,0,358.311,307.683,130.859,126.475,109.89,95.285,93.572,79.748,77.043,75.574,358.311,186.015,130.859,126.475,109.89,95.285,93.572,79.748,77.043,75.574,0,-100,-100,0,PD
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.064,1,20,-0.33,0,0,1,0,39.872,28.085,23.605,23.19,20.565,17.401,15.114,11.217,10.882,10.488,39.872,28.168,23.605,23.199,20.565,17.401,15.114,11.243,10.882,10.092,339.53,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563,0.882972,20,0,0.28,0,0,0,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,-4.74,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.162,6.413,0.427265,11.32,-0.7,0,0,0,0,291.066,249.458,240.616,209.798,185.892,147.567,141.785,139.007,138.068,108.904,291.066,249.458,240.616,209.798,185.892,160.655,141.785,139.007,138.068,108.904,-15.2,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.571,1,-20,-1.96,0,1,0,0,464.542,239.632,134.779,79.169,69.46,69.297,68.115,55.453,52.84,50.82,464.542,239.632,134.779,108.771,79.169,69.46,69.297,68.115,55.453,52.84,0,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.477,1,20,0,1.96,-1,0,0,333.045,273.171,257.55,234.353,159.078,132.851,119.045,116.124,113.233,100.465,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,306.77,-2.3418,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.246,1,20,0,0,0,0,0,554.405,503.252,392.37,261.559,252.229,238.252,233.395,232.257,223.867,212.687,554.405,503.252,392.37,261.559,252.229,238.252,233.395,232.257,223.867,212.687,-2.11,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.529,1,7.34,-0.08,0,-1,0,0,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,213.602,202.383,196.495,151.283,145.368,134.619,126.675,121.318,117.117,107.423,-8.67,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,1,20,0,0.28,0,0,0,163.424,150.735,143.388,105.429,104.307,102.825,97.411,91.76,72.644,69.874,163.424,143.388,105.429,104.307,102.825,97.411,91.76,77.86,72.644,69.874,21.96,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0.629214,20,0,0.6,0,0,-4.382,337.427,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,113.233,333.045,273.171,257.55,234.353,187.69,159.078,132.851,119.045,116.124,113.233,2265.6,-100,4.9616,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.795,1,-20,-1.73,0,1,0,-360.38,1221.337,860.957,465.973,349.945,315.836,201.841,132.45,125.282,123.338,121.336,860.957,529.394,465.973,456.593,349.945,315.836,201.841,132.45,125.282,123.338,59.82,-100,2.6487,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.954,0.653987,20,0,0.33,0,0,0,278.92,148.871,136.462,121.66,101.109,84.165,80.661,79.228,78.654,70.172,278.92,148.871,136.462,121.66,101.109,84.165,80.661,79.228,78.654,70.172,-1.71,-100,-100,0,PD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.583,1,6.83,-0.08,0,-1,0,0,909.609,96.302,87.109,41.373,41.079,37.891,34.827,27.846,26.871,26.448,909.609,96.302,87.109,41.373,41.079,37.891,34.827,27.846,26.871,26.448,-0.54,-100,-100,0,PD
